Company Name,Ratings,Reviews,Salaries,Interviews,Jobs,Benefits,Photos,Highly Rated for,Critical Rated for,Industry,Location
John Deere,4,4000,15400,268,3,417,11,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,Industrial Machinery,Pune +154 other locations
RBL Bank,3.5,4000,18400,241,33,221,11,,"Promotions / Appraisal, Company Culture, Work Satisfaction",Banking,Mumbai +289 other locations
Cummins,4.3,3900,15600,289,84,458,16,"Company Culture, Work Life Balance, Work Satisfaction",,Industrial Machinery,Pune +116 other locations
Publicis Sapient,3.3,3900,31400,699,208,391,69,,"Promotions / Appraisal, Job Security, Work Satisfaction",IT Services & Consulting,Bengaluru +46 other locations
Bank of America,4.1,3900,29000,294,,414,,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,Banking,Gurugram +35 other locations
Alembic Pharmaceuticals,3.9,3900,15400,256,66,378,9,"Salary & Benefits, Work Life Balance",,Pharma,Vadodara +188 other locations
Pidilite Industries,4.2,3900,11600,260,9,360,1,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,Chemicals,Mumbai +320 other locations
Oyo Rooms,3,3900,14200,258,158,389,14,,"Job Security, Work Satisfaction, Promotions / Appraisal",Internet,Gurugram +121 other locations
American Express,4.1,3800,25200,429,145,435,10,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,Financial Services,Gurugram +55 other locations
Subros,3.8,3800,12500,218,1,379,11,"Job Security, Company Culture, Skill Development / Learning","Salary & Benefits, Promotions / Appraisal",Auto Components,Noida +90 other locations
Aditya Birla Sun Life Insurance,4,3800,10000,183,1,214,23,"Work Life Balance, Company Culture, Job Security",,Insurance,Mumbai +495 other locations
Grasim Industries,4,3800,12900,280,5,267,11,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal,Building Material,Bharuch +249 other locations
Kyndryl,4,3800,26600,230,2,163,59,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal,IT Services & Consulting,Bengaluru +38 other locations
Reliance Communications,4,3800,9400,106,,375,1,"Skill Development / Learning, Company Culture, Work Life Balance",Promotions / Appraisal,Telecom,Mumbai +468 other locations
Altruist Technologies,4.4,3800,8300,720,5,83,6,"Company Culture, Work Life Balance, Work Satisfaction",,BPO,Bengaluru +43 other locations
Carelon Global Solutions,3.9,4200,28500,423,58,7,9,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,IT Services & Consulting,Bengaluru +21 other locations
PNB MetLife,3.4,3800,8000,196,16,217,18,,"Job Security, Company Culture, Work Satisfaction",Insurance,New Delhi +425 other locations
XpressBees,4.2,3800,8200,443,10,176,23,"Work Life Balance, Company Culture, Work Satisfaction",,Logistics,Pune +479 other locations
ADP Private Limited,3.9,3800,22100,292,65,457,16,"Job Security, Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits",Software Product,Hyderabad +41 other locations
Aditya Birla Capital,3.8,3800,14000,261,3,212,30,Work Life Balance,Promotions / Appraisal,NBFC,Mumbai +344 other locations
Viatris,4.1,3800,14100,165,5,500,13,"Salary & Benefits, Job Security, Work Life Balance",,Pharma,Hyderabad +80 other locations
PVR INOX,3.9,3800,9400,216,22,242,5,Job Security,Promotions / Appraisal,Media & Entertainment,New Delhi +149 other locations
Escorts Kubota Limited,4.1,3800,13500,300,3,255,26,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal,Automobile,Faridabad +158 other locations
Maersk,4,3700,19100,250,46,421,26,"Company Culture, Work Life Balance",Promotions / Appraisal,Logistics,Chennai +49 other locations
Cloudnine Hospital,4.5,3700,3000,1200,18,78,5,"Company Culture, Skill Development / Learning, Work Life Balance",,Healthcare,Bengaluru +46 other locations
KPIT Technologies,2.9,3700,23300,347,44,290,17,,"Promotions / Appraisal, Job Security, Company Culture",Software Product,Pune +43 other locations
Synechron,3.4,3700,28300,407,180,239,10,,"Job Security, Promotions / Appraisal, Work Satisfaction",IT Services & Consulting,Pune +33 other locations
Birlasoft,3.5,3700,30000,316,536,235,8,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",IT Services & Consulting,Pune +50 other locations
JK Cement,4,3700,9900,342,2,257,28,Salary & Benefits,,Building Material,New Delhi +333 other locations
Glenmark Pharmaceuticals,3.8,3700,12400,182,34,317,1,,Promotions / Appraisal,Pharma,Mumbai +187 other locations
Dabur,3.8,3700,8900,333,15,276,5,Salary & Benefits,Promotions / Appraisal,FMCG,New Delhi +321 other locations
Sodexo,4,3700,9900,205,679,364,22,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal,Facility Management Services,Mumbai +160 other locations
Bharat Electronics,4.2,3600,12600,246,1,312,1,"Work Life Balance, Company Culture, Work Satisfaction",,Electronics Manufacturing,Bengaluru +87 other locations
Kotak Mahindra Life Insurance Company,3.5,3600,12800,262,140,256,6,,"Promotions / Appraisal, Work Satisfaction, Company Culture",Insurance,Mumbai +257 other locations
Godrej & Boyce Manufacturing,3.9,3600,15100,230,41,412,3,Job Security,Promotions / Appraisal,Consumer Electronics & Appliances,Mumbai +169 other locations
Cogent E Services,3.1,3600,10300,295,1,220,13,,"Company Culture, Work Satisfaction, Promotions / Appraisal",BPO,Noida +56 other locations
Samvardhana Motherson Group,3.7,3600,12100,259,24,404,11,Job Security,"Promotions / Appraisal, Company Culture, Work Satisfaction",Auto Components,Noida +94 other locations
Abbott,4.1,3600,11900,184,189,361,8,"Work Life Balance, Salary & Benefits, Company Culture",Promotions / Appraisal,Pharma,Mumbai +214 other locations
Ipca Laboratories,3.8,3600,11500,211,45,245,4,"Job Security, Work Life Balance, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",Pharma,Mumbai +161 other locations
Aarti Industries,4.1,3600,14400,332,57,351,6,"Job Security, Work Life Balance, Company Culture",,Agro Chemicals,Bharuch +58 other locations
PhonePe,4,3600,13300,422,86,183,11,"Salary & Benefits, Company Culture, Work Life Balance",,FinTech,Bengaluru +399 other locations
Reliance Projects & Property Management Services,4,3500,7300,213,,20,6,"Work Life Balance, Job Security, Skill Development / Learning",Promotions / Appraisal,Other,Kolkata +623 other locations
Indian Oil Corporation,4.4,3500,7800,240,,291,32,"Company Culture, Work Life Balance, Work Satisfaction",,Oil & Gas,New Delhi +313 other locations
Reliance Digital,4.2,3500,7900,170,1,241,27,"Skill Development / Learning, Job Security, Company Culture",,Retail,Mumbai +379 other locations
MRF Tyres,3.6,3500,12800,377,18,345,9,,"Company Culture, Work Satisfaction, Work Life Balance",Auto Components,Chennai +194 other locations
UNO Minda,4,3500,11400,260,6,279,5,"Job Security, Company Culture, Skill Development / Learning",Promotions / Appraisal,Auto Components,Pune +110 other locations
IGT Solutions,3.2,3500,13600,256,102,213,14,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",BPO,New Delhi +47 other locations
Alkem Laboratories,3.9,3500,9800,198,16,328,2,"Work Life Balance, Salary & Benefits",Promotions / Appraisal,Pharma,Mumbai +200 other locations
Johnson Controls,3.5,3500,17600,304,3,266,28,,"Promotions / Appraisal, Skill Development / Learning, Company Culture",Industrial Automation,Pune +58 other locations
"NTT DATA, Inc.",3.9,3500,21100,154,92,624,7,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,IT Services & Consulting,Bengaluru +36 other locations
Honda Motorcycle & Scooter,4.1,3500,11100,205,1,348,4,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,Automobile,Gurugram +301 other locations
Blinkit,3.8,3500,13100,346,1,203,27,Salary & Benefits,"Promotions / Appraisal, Job Security",Internet,Gurugram +151 other locations
ArcelorMittal Nippon Steel,4.1,3500,12100,276,6,111,6,"Job Security, Work Life Balance, Company Culture",,Iron & Steel,Surat +86 other locations
[24]7.ai,3.4,3400,11700,188,86,406,10,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",Software Product,Bengaluru +36 other locations
Vishal Mega Mart,3.7,3400,6200,213,4,273,12,Salary & Benefits,,Retail,New Delhi +377 other locations
Hindustan Coca Cola Beverages,4,3400,7800,180,52,377,4,"Salary & Benefits, Skill Development / Learning, Company Culture",Promotions / Appraisal,Beverage,Bengaluru +263 other locations
UBS,3.8,3400,32000,374,1,118,11,"Work Life Balance, Company Culture","Promotions / Appraisal, Job Security",Financial Services,Pune +19 other locations
IndusInd Nippon Life Insurance,3.4,3400,4700,172,1,229,13,,"Job Security, Work Satisfaction, Promotions / Appraisal",,Mumbai +490 other locations
DTDC Express,3.7,3400,8800,195,28,263,2,,"Promotions / Appraisal, Salary & Benefits",Logistics,New Delhi +272 other locations
ABB,4,3400,18100,294,3100,346,5,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,Industrial Machinery,Bengaluru +109 other locations
Bajaj General Insurance Limited,3.7,3400,11000,141,230,236,9,,"Promotions / Appraisal, Work Satisfaction, Work Life Balance",Insurance,Pune +304 other locations
Ford Motor,4.2,3400,15400,176,3,398,12,"Company Culture, Work Life Balance, Salary & Benefits",,Automobile,Chennai +131 other locations
Barclays,3.7,3400,32500,318,,253,28,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",Banking,Pune +35 other locations
Ceat Tyres,3.9,3300,13000,212,11,346,8,"Job Security, Company Culture, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",Auto Components,Nagpur +142 other locations
RSPL Group,4.1,3300,9600,259,17,293,8,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,FMCG,Kanpur +256 other locations
TVS Credit Services Ltd,4.2,3300,7300,158,34,194,6,"Salary & Benefits, Company Culture, Work Life Balance",,NBFC,Chennai +439 other locations
NatWest Group,4,3300,21300,234,46,363,11,"Work Life Balance, Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits",Banking,Gurugram +28 other locations
AGS Health,4,3300,14500,214,46,272,,"Company Culture, Job Security, Work Life Balance",Promotions / Appraisal,Analytics & KPO,Chennai +64 other locations
HARMAN,3.8,3300,24200,293,90,100,3,"Work Life Balance, Company Culture",Promotions / Appraisal,Consumer Electronics & Appliances,Bengaluru +42 other locations
InterGlobe Aviation,3.5,3300,13400,373,52,315,5,,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",Aviation,New Delhi +105 other locations
Croma,3.8,3300,9200,186,15,186,9,"Work Life Balance, Job Security, Skill Development / Learning",Promotions / Appraisal,Retail,Mumbai +192 other locations
Conduent,3.4,3300,16900,234,333,366,10,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",BPO,Bengaluru +34 other locations
Alstom Transportation,3.7,3200,15100,280,240,174,8,Job Security,"Promotions / Appraisal, Work Satisfaction",Engineering & Construction,Bengaluru +80 other locations
Niva Bupa Health Insurance Company,4,3200,8400,378,49,119,13,"Work Life Balance, Company Culture, Work Satisfaction",,Insurance,New Delhi +321 other locations
Indian Air Force,4.6,3200,5400,83,,354,,"Job Security, Skill Development / Learning, Salary & Benefits",,Defence & Aerospace,New Delhi +134 other locations
Tata Technologies,3.4,3200,23000,308,145,308,14,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",Engineering & Construction,Pune +58 other locations
GeBBS Healthcare Solutions,3.8,3200,11300,185,79,291,11,Job Security,"Promotions / Appraisal, Salary & Benefits",BPO,Mumbai +24 other locations
Tata AIG,4,3200,11300,193,72,245,6,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,Insurance,Mumbai +260 other locations
Allcargo Logistics,3.8,3200,7100,138,39,335,10,,Promotions / Appraisal,Logistics,Mumbai +175 other locations
UPL,4.1,3200,11000,219,39,292,2,"Job Security, Work Life Balance, Skill Development / Learning",,Agro Chemicals,Ankleshwar +185 other locations
Max Healthcare,4,3100,10400,188,98,276,26,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal,Healthcare,New Delhi +78 other locations
Marpu Foundation,4.9,3100,60,265,,8,5,"Company Culture, Work Life Balance, Work Satisfaction",,Non-Profit,Hyderabad +61 other locations
PepsiCo,4,3100,13700,243,215,244,18,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal,Food Processing,Hyderabad +280 other locations
Amazon Transportation Services,4.2,3100,8500,256,,246,23,"Company Culture, Skill Development / Learning, Salary & Benefits",,Logistics,Hyderabad +226 other locations
Dilip Buildcon,3.9,3100,8100,188,18,298,26,Salary & Benefits,"Promotions / Appraisal, Job Security",Engineering & Construction,Bhopal +229 other locations
Titan Company,4.2,3100,9700,203,105,332,15,"Company Culture, Job Security, Work Life Balance",Promotions / Appraisal,Retail,Bengaluru +186 other locations
Walmart,3.5,3100,23100,441,218,320,12,,"Promotions / Appraisal, Work Satisfaction, Job Security",Retail,Bengaluru +91 other locations
Mankind Pharma,3.8,3100,9500,256,8,247,14,Salary & Benefits,,Pharma,New Delhi +247 other locations
Jindal Stainless,4.2,3100,11500,317,93,186,12,"Job Security, Work Life Balance, Skill Development / Learning",,Iron & Steel,Jajpur +78 other locations
Varroc Group,3.6,3100,9500,221,34,230,5,,"Promotions / Appraisal, Job Security, Company Culture",Auto Components,Pune +62 other locations
Sagility,3.9,3100,12000,247,97,36,85,"Job Security, Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits",BPO,Bengaluru +27 other locations
S&P Global,4,3100,20600,331,533,212,,"Company Culture, Work Life Balance",Promotions / Appraisal,Analytics & KPO,Hyderabad +47 other locations
MSN Laboratories,3.6,3100,9500,172,27,155,7,Job Security,"Company Culture, Work Life Balance, Work Satisfaction",Pharma,Hyderabad +105 other locations
Societe Generale Global Solution Centre,3.6,3100,23100,297,112,293,,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",IT Services & Consulting,Bengaluru +23 other locations
Quest Global,3.5,3000,21400,363,152,191,11,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",IT Services & Consulting,Bengaluru +49 other locations
Afcons Infrastructure,4.2,3000,8500,266,30,309,14,"Job Security, Skill Development / Learning, Company Culture",,Engineering & Construction,Mumbai +122 other locations
Future Group,4.3,3000,6700,84,,423,3,"Skill Development / Learning, Company Culture, Work Life Balance",,Retail,Mumbai +207 other locations
Torrent Pharmaceuticals,4,3000,10300,170,23,310,3,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits",Pharma,Ahmedabad +131 other locations
Ola Electric Mobility,3.3,3000,9500,307,,76,27,Salary & Benefits,"Job Security, Promotions / Appraisal, Company Culture",Automobile,Bengaluru +431 other locations
IDFC FIRST Bharat,4.2,3000,5000,151,6,71,2,"Salary & Benefits, Company Culture, Work Life Balance",,Financial Services,Chennai +432 other locations
ESAF Small Finance Bank,3.6,3000,7700,169,38,104,23,,"Promotions / Appraisal, Work Satisfaction, Company Culture",Banking,Thrissur +451 other locations
Square Yards,3.6,3000,9300,230,61,232,37,,"Job Security, Work Life Balance, Work Satisfaction",Internet,Gurugram +51 other locations
HDFC Sales,3.9,3000,8400,193,9,190,2,"Skill Development / Learning, Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits",Financial Services,Mumbai +346 other locations
